frame_start,frame_end,frame_time,is_delayed
184182310,343583095748518,343582911566208,True
184185039,343585194573310,343585010388271,True
184185402,343585486565110,343585302379708,True
184187816,343589314618773,343589130430957,True
184183490,343584020970068,343583836786578,True
184182273,343583082191016,343582898008743,True
184183909,343584301979471,343584117795562,True
184185295,343585392458278,343585208272983,True
184184325,343584380632917,343584196448592,True
184185171,343585288440611,343585104255440,True
184184347,343584388653282,343584204468935,True
184184303,343584364082446,343584179898143,True
184182405,343583725262903,343583541080498,True
184186052,343586732188203,343586548002151,True
184184221,343584354583643,343584170399422,True
